Id,Date and Time,Location,Category,Admin close out comment,Sentiment
810291E4-E47B-4DD0-AE9C-4FFCB1485E3F,2022-02-25 13:15:56.793,"51.84798811417752, 0.7235684472892552","Safety - Electrical Safety ",New boxes ordered and fitting date to be confirmed,Hazard
5F934EF6-4187-4D26-AED8-512778AB07C2,2023-01-29 11:26:56.127,"51.8426818, 0.7141611",Health - COSHH,"Sanitizer is in date, refilled 8/12/22 - plastic bottle  re-used - sticky label put on sanitizer bottle to reflect this ",Hazard
E13285E7-C7E7-4B63-9A17-51E254EA92DE,2022-04-28 23:54:46.230,"51.7985314, 0.6435662","Safety - Electrical Safety ",Reported to national highways,Hazard
992669CB-A94E-4A83-BD3F-5224E5A39457,2021-10-01 14:21:54.000,NULL,Safety - Housekeeping,Good practice,Good Practice
991FAAE0-18B5-491E-A43E-52275F66B9D7,2022-12-19 09:21:59.000,"51.8478940212172, 0.7235470271290545",Safety - Housekeeping,NULL,Good Practice
02F046A0-8FD0-4DCD-BC26-521A0723E995,2022-01-25 09:45:40.017,"51.84785460030794, 0.7235706028587829",Safety - Housekeeping,Larger rocks removed from walkway,Good Practice
2454E0CC-B8B0-4833-821F-521D22D660FE,2022-12-17 15:12:20.000,"51.8462372, 0.7266746",Safety - Welfare Facilities,Weather warmed up pipes no longer frozen,Hazard
F38C72F0-F071-41AD-808F-5225EA600507,2023-06-16 14:25:42.563,"51.84770184368386, 0.7236099628847015","Safety - Procedural (RAMS, Permits, Process etc.)",NULL,Good Practice
C545B353-4A4C-44B2-B838-529AAD0540EE,2022-10-16 08:14:17.830,"51.8475481, 0.722827",Safety - Hit/Struck by something fixed or stationary,Signs have been replaced,Hazard
F7F46613-A379-411D-AE7F-55CE13580264,2023-04-17 08:10:22.000,"51.84713573452508, 0.7246582096310661","Safety - PPE ",NULL,Good Practice
0AC93961-8BB5-4034-8CF0-55DDF4B890A9,2022-06-07 23:03:53.490,"51.8609282, 0.7482635",Safety - Excavations & Confined Spaces,NULL,Hazard
58FF6D6B-8E35-41E5-B0F8-5606F334AD8B,2022-04-29 07:48:39.167,"51.5179, -0.0573",Environment - Waste Disposal (Compliance),Good practice,Good Practice
DBF2BB9D-61BF-4FC2-9E65-560908412E29,2023-06-16 08:12:42.657,"51.84798347701278, 0.7236154383799858",Health - COSHH,Hand soap label printed out and stuck to the dispenser,Hazard
9147F3C6-5172-4A72-88CD-5684E49FA063,2023-05-10 15:37:35.513,"51.84823574770749, 0.7238435832521128","Safety - Plant, Equipment & Tools",NULL,Hazard
B0D84C6A-DF16-4FDC-849B-56BB980D8EF0,2022-12-19 14:19:21.277,"51.84818709220302, 0.7233511859890696",Safety - Housekeeping,"Seasonal problem due to the cold temperatures and the pipes being exposed ",Hazard
57EA682C-454C-4143-A058-56F71118BA29,2023-01-28 07:17:37.067,"51.8477033, 0.72289",Safety - Welfare Facilities,Caused by label not being removed from water bottle refill when it was replaced - air con running to dry floor and notice put up reminding people to remove the label from the top of the bottle before placing upside down in the water dispenser,Hazard
AFF10AB7-5DD8-4855-A252-57935B21AEAA,2023-02-27 14:59:28.687,"51.84757342424955, 0.7255943471585624",Safety - Practice (doing something outside the other categories),NULL,Good Practice
A8538956-8C8A-40AD-BD72-5796651ABA36,2022-04-01 07:51:38.433,NULL,Safety - Housekeeping,Good practice,Good Practice
3DA3740A-5D0D-446C-A8E9-57C75B0DC09D,2022-03-03 10:10:35.903,NULL,Environment - Pollution - Water course,Good practice,Good Practice
650C1B98-C6F3-4B0A-A66A-57CA7A519D7D,2023-05-12 14:19:22.587,"51.84699452853977, 0.7232211850900638","Safety - Plant, Equipment & Tools",NULL,Hazard
3777511D-05DB-4E15-ADF2-53BE6B9C7DBE,2023-01-16 09:07:18.000,"52.2749, -1.1824","Safety - PPE ",NULL,Good Practice
5FA3D585-6AA9-4CEF-9F64-53D874C02AB3,2022-09-30 09:18:02.000,"51.84745877316967, 0.7235354347082712","Safety - Procedural (RAMS, Permits, Process etc.)",NULL,Good Practice
1374D262-ABA4-4BF4-BF74-7743898473F0,2021-08-25 12:18:10.507,"51.8481545, 0.7237471",Safety - Welfare Facilities,NULL,Good Practice
7EA54787-2AE3-41DF-B49D-466D8F97E025,2023-07-17 15:25:40.337,"51.84796628951471, 0.7234312167408952","Safety - PPE ",NULL,Hazard
993859CF-D21D-41CF-9610-54429F4ED8A5,2023-06-07 15:48:18.480,"51.84783381249187, 0.7236495193043613","Safety - Plant, Equipment & Tools",NULL,Hazard
ADE0D2E6-A8DB-4B0A-A5E7-54452AFCE409,2022-03-14 15:29:06.680,"51.848004968050326, 0.7236364172286398",Safety - Welfare Facilities,Good practice,Good Practice
D06705B9-F40F-4ED8-8646-585835EAE33F,2023-03-29 15:41:55.857,"51.847824232479084, 0.7242679521730766",Safety - Practice (doing something outside the other categories),NULL,Hazard
EE660213-E50E-4B61-98C4-585B15055084,2022-06-16 12:55:27.603,NULL,Health - Other Health Issues,NULL,Hazard
CE5900A0-A58E-4CE3-9281-58BC529DEEFD,2022-08-30 10:23:36.333,"51.846536533308516, 0.7244096294551428",Safety - Welfare Facilities,Due to their being ladies on night - works manager unable to lock toilets,Hazard
5DE92FBC-BA31-4A5D-9D12-58D7F84EE762,2022-06-14 16:07:35.000,NULL,Safety - PPE,NULL,Good Practice
79C54405-1ACA-4F2C-BD69-59208635367A,2022-01-17 09:12:53.427,"51.8481181, 0.723819","Safety - Electrical Safety ",Good practice,Good Practice
3A649520-A5C2-4B6E-88BC-594FF7E0E4FD,2023-01-14 07:19:23.653,"51.845607, 0.7217643",Safety - Plant/Vehicle movement & People Interface,Works manager has not deemed an issue as the fence is not stand alone,Hazard
64811951-630F-4FE4-94E2-598CBE234326,2023-05-31 14:00:54.000,NULL,Safety - Housekeeping,NULL,Good Practice
2CECDA55-BD12-4C41-9CA9-59A939E0C800,2022-09-12 10:49:22.317,"51.848026299889106, 0.7236315653426632",Environment - Resources (energy/water/material),NULL,Hazard
D70CCDD7-5108-4151-A9E9-59BC52FDD366,2022-07-25 13:48:40.257,"51.84774291305479, 0.7236901512437481",Safety - Plant/Vehicle movement & People Interface,Reported to the works manager,Hazard
CB9CC3AF-5057-4961-9824-59E59B02A7A0,2022-01-20 11:40:03.567,"51.84735436309943, 0.724177216046904",Safety - Housekeeping,Good practice,Good Practice
96E1DA76-FF08-438B-A83A-59EBF0218090,2022-08-10 07:09:10.807,"51.84798301185907, 0.7235773023619665",Environment - Resources (energy/water/material),NULL,Good Practice
97F77E7E-523D-437E-9DAB-5AA534166388,2023-06-05 08:26:21.500,"51.848316, 0.723601",Environment - Resources (energy/water/material)," Great to see the project engaging with L&L opportunities relating to environmental issues.",Good Practice
CF97AEA5-0417-4FB3-820C-5ADCC371E972,2022-09-06 14:35:31.000,"51.5179, -0.0573",Safety - Housekeeping,NULL,Good Practice
25510D55-AA2E-4E0C-8F86-5C24FA9A24DD,2022-09-01 20:14:31.000,"51.846452789952615, 0.7242303119273963",Safety - Practice (doing something outside the other categories),NULL,Good Practice
0A7F7DD5-FF60-4251-B03C-5C58EA9E1670,2022-12-13 13:28:56.000,NULL,Environment - Resources (energy/water/material),NULL,Hazard
9D9C254C-8363-48A1-9679-5B068BEC8443,2023-01-07 07:20:16.357,"51.8475438, 0.7289677",Safety - Plant/Vehicle movement & People Interface,Works manager has deemed that this is not an issue as the fence is not stand alone,Hazard
92F3EF18-7C96-469E-A380-5B669EDAD1E2,2023-01-11 07:23:18.277,"51.8390484, 0.7144442",Safety - PPE,"Briefed out to all - not to wear PPE that is not yours - operatives advised by works manager to buy a padlock and use the lockers in the drying room to store their PPE ",Hazard
17C64FC3-BA96-48E2-8998-5B78291C3FF9,2021-08-26 08:28:56.907,NULL,Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
6EE34C42-294B-422C-BAE1-5BE1CF2D0E63,2022-08-06 04:40:26.000,"51.848177003999865, 0.7239841338861241",Safety - Welfare Facilities,NULL,Hazard
5C5A4D44-889E-435C-81C8-5C38838FE32F,2022-10-03 21:00:51.000,"51.51008451648534, -0.08604499860258259",Safety - Traffic Management / RTA,NULL,Hazard
684597A6-1261-4969-A9E8-5C773F7E913E,2022-03-10 09:48:09.260,"51.848194849227966, 0.7243606362234312",Safety - Plant/Vehicle movement & People Interface,Good practice,Good Practice
AD23B86E-603B-4437-8E66-5CC215DB0B0A,2022-12-11 08:04:59.750,"51.8485, 0.7245383",Safety - Welfare Facilities,Anglian Water quality scientist attended site to test and found no issues,Hazard
448B4595-1957-4133-9CBA-5CD0C3B1FFF7,2021-08-25 13:52:22.523,NULL,Safety - Material Storage and Movement,NULL,Good Practice
97DD345B-0682-4831-8D81-5CE2E9CF9353,2023-03-11 06:02:17.103,"51.847973, 0.7237914",Safety - Unknown Services,Site op to apply WD40,Hazard
D901FA5D-1FFE-4F6A-AA7F-5CEC81153D3D,2023-01-21 09:18:35.527,"51.8478716, 0.7293528",Safety - Welfare Facilities,Anglian water quality scientist attended site and carried out checks no issues found,Hazard
6113F852-EC23-493B-8433-5CF82AD4EF8B,2022-09-01 14:02:22.830,NULL,Quality,Reported to National Highways,Good Practice
19395831-CEEA-4A6E-89A5-5CFB2A780FBC,2022-04-21 16:56:32.217,"51.51165998408252, -0.08663303242513302",Environment - Ecology and Vegetation,NULL,Hazard
207A8A6C-8867-4723-85C8-5D9093A0285C,2022-12-14 15:55:27.400,"51.848377, 0.723697",Safety - Housekeeping,NULL,Good Practice
812B2A9C-6E16-40C5-95B7-5D95657E435D,2022-03-04 10:46:20.850,"51.8481127, 0.7238181",Health - Other Health Issues,NULL,Good Practice
7384797F-1600-489E-8491-652836FC9B60,2023-04-25 16:06:34.720,"51.84770257328343, 0.7234601731949697",Safety - Excavations & Confined Spaces,Signage now in place,Hazard
A8C473B0-53FB-49A2-9ED0-6577D3855E81,2022-07-27 13:52:33.347,"51.847980273374375, 0.7237857881775147",Safety - Housekeeping,NULL,Good Practice
28BF2190-936B-4F23-8050-65B78BEC5C8E,2022-09-06 07:52:00.263,"51.84803189083256, 0.7236655296303945",Environment - Resources (energy/water/material),NULL,Good Practice
9201EE82-F6F9-4DC0-B640-5DD8FEEC6935,2022-12-11 09:24:41.703,"51.8476767, 0.7229767",Safety - Welfare Facilities,"It is not possible to have a separate ladies toilet as the power goes off over the weekend
Cleaner has been informed and will clean the vent",Hazard
81A5F427-B3B9-45C5-B04D-5DEE675E72AA,2022-07-26 15:05:07.000,NULL,Safety - Practice (doing something outside the other categories),NULL,Hazard
7C050FB3-A153-448F-A9FA-5E7B70A04460,2023-07-05 15:57:50.293,"51.84795982505528, 0.7234704082287102","Safety - Plant, Equipment & Tools",Returned and off hired,Hazard
39118910-B30C-4151-844F-5EB753BA87A1,2021-09-06 14:48:43.280,NULL,Safety - Housekeeping,NULL,Hazard
0AEEFE9A-17F1-445E-ABE8-5EE39F815455,2022-06-08 15:30:56.000,NULL,Environment - Resources (energy/water/material),Reported to facilities management,Hazard
76773FC0-BA3B-4299-B4EA-5EF1F41F423E,2022-08-17 09:58:11.280,NULL,"Health - Handling, Lifting or Carrying",NULL,Good Practice
43EAD600-FEE2-4D19-907E-5F00A590D7CB,2021-08-18 08:56:30.627,"51.83014037386954, 0.6992613102717422",Safety - Housekeeping,NULL,Good Practice
27B7B9CB-92EC-4870-8AF9-5F5B3D6DCADA,2023-04-26 15:42:32.063,"51.84703789046798, 0.7233255156556906","Safety - Plant, Equipment & Tools",NULL,Good Practice
AFF50E59-256E-4950-B970-60F9C886D5A8,2023-06-30 11:40:05.000,"51.83526579793011, 0.7285095294003252","Safety - Slip, Trip or Fall on same level",NULL,Hazard
8375E2CA-7CF1-4510-800E-612B3939CB29,2021-09-29 10:00:27.000,NULL,"Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Hazard
8A997D6B-E4C6-426F-A8FA-6169D37FDAE5,2022-04-19 08:00:20.000,"52.227662, -0.289282",Health - Other Health Issues,Extra monitors have been sourced and placed on desks at Kelvedon,Hazard
E8FC682F-9B31-4A36-B441-61A5F9A4E717,2022-05-19 10:10:10.737,"51.51023089668622, -0.08608304354666653",Environment - Resources (energy/water/material),NULL,Good Practice
5F9C6F94-7261-4653-8CCE-61D3457BEAD9,2022-06-30 07:25:24.150,"51.8479708971159, 0.7235922838331579",Environment - Resources (energy/water/material),NULL,Good Practice
2E603703-57E9-4AD7-AFA7-6081076F8472,2023-07-12 06:46:12.610,"51.848331, 0.723622",Environment - Ecology and Vegetation,NULL,Hazard
3E8CAEEB-0438-4126-BDBE-60A53B9A8FB2,2023-05-17 15:16:44.070,"51.84739351677848, 0.7233828573121137","Safety - PPE ","Senior SHE Advisor spoke to operatives about keeping chin straps done up ",Hazard
EE86319D-87FC-4CE8-A4E1-61F48F0F5006,2022-11-19 07:34:14.577,"51.8475875, 0.7229838",Safety - Housekeeping,,Hazard
D17AC085-506A-4C5B-907B-62A18366142B,2022-07-27 14:18:16.923,NULL,Safety - Housekeeping,NULL,Good Practice
E00D6048-4929-4554-81AB-64F882EA6FEF,2022-06-16 14:59:09.667,"51.510600250567435, -0.09304113273918446","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Hazard
8BA2BC0F-C066-42C2-83AB-6220B24F49D8,2023-06-19 14:37:43.410,"51.84798464913202, 0.7236180950932928",Safety - Plant/Vehicle movement & People Interface,NULL,Good Practice
B5F7A8AC-C06C-4EBA-8DFA-62E0BCCCF2B2,2022-02-15 14:29:11.673,"51.84797836454653, 0.7236140152683649",Environment - Resources (energy/water/material),NULL,Hazard
2454904C-516C-44FD-B91E-6384D3EC665C,2022-07-01 14:21:02.757,NULL,"Safety - Procedural (RAMS, Permits, Process etc.)","Semt to Wendy Luxton & karl Christy and attached to the SOS briefing ",Hazard
023A92EA-B8FC-4196-A8DB-638D4AF80B6E,2023-01-15 09:42:35.913,"51.845607, 0.7217643",Environment - Land Contamination,Batteries picked up and put in the battery recycling box in the office,Hazard
01F8CAB6-6147-487C-9B02-648A98475FCF,2022-10-26 15:56:41.873,NULL,Environment - Resources (energy/water/material),NULL,Good Practice
508CACD2-C213-4A84-B9C0-64A381F91167,2022-09-02 06:16:41.000,"51.84569403954824, 0.7234059941560345",Safety - Practice (doing something outside the other categories),NULL,Good Practice
DCABBD76-8447-49CA-807F-651D7F8E8E9D,2022-11-28 08:55:30.140,NULL,Safety - Housekeeping,NULL,Hazard
61B9FFFC-7533-4765-8BCA-652106ABA2A3,2022-06-14 10:35:40.000,NULL,Health - Other Health Issues,NULL,Hazard
8D6BDAEC-FCB6-4F76-9688-65564530CBF7,2023-03-01 10:32:21.000,"51.84791419803915, 0.7240702681486866",Safety - Practice (doing something outside the other categories),NULL,Hazard
5AF4F04A-4550-4478-AD9A-658F8E4EC4D2,2022-06-16 14:57:03.527,"51.510425731038666, -0.09373563775749938","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Hazard
D223DB54-D8CB-4E71-9C77-659881803E17,2022-08-16 09:58:02.000,NULL,Environment - Waste Disposal (Compliance),NULL,Good Practice
65131BCD-D7E9-4F09-9276-65A7D63026B6,2023-01-05 16:18:13.000,"51.84801661456095, 0.7236001037346851",Safety - Housekeeping,NULL,Good Practice
760F9C00-F797-4E6C-B826-63C8B63DA46C,2022-11-07 11:33:46.283,"51.848004407830345, 0.7236901635061274",Safety - Housekeeping,Wenick attended site to fix,Hazard
6AFF3BA1-2AF1-4EC6-BA13-65EE3161508F,2022-05-16 11:35:16.730,"51.84802125245415, 0.723627835611201","Safety - Electrical Safety ",Reported to CAT Surveys,Hazard
C29D4864-4B0E-47F9-999B-73C4B2D19D60,2021-09-15 09:33:32.257,NULL,Safety - Unknown Services,NULL,Good Practice
765DB04F-A88C-4762-A18B-741ED22E7E2D,2022-07-27 13:59:21.697,"51.847980273374375, 0.7237857881775147",Environment - Waste Management,NULL,Good Practice
5FBF56B9-4D13-4390-8D73-74611C1F9025,2023-03-02 09:37:42.820,"51.848434, 0.723783",Safety - Practice (doing something outside the other categories),NULL,Good Practice
B91FE76F-596D-4853-84D9-662F8399ED13,2022-12-03 07:19:17.413,"51.8476667, 0.7231567",Safety - Housekeeping,Security to check before locking the induction room at night,Hazard
CFD13A30-B201-4051-BF40-6659F4FE6AA3,2023-07-10 15:43:24.927,"51.8472350364089, 0.7235239818415762","Safety - Procedural (RAMS, Permits, Process etc.)",NULL,Good Practice
1CCC5042-5220-4941-BAB4-66CCACA41BCD,2023-05-25 07:59:39.827,"51.5111928852085, -0.08732136482150432","Safety - Procedural (RAMS, Permits, Process etc.)",NULL,Hazard
53A8F5AA-30F3-4AB9-830D-66F750571F7C,2022-11-09 08:55:49.000,"51.5155, -0.0935","Safety - PPE ",NULL,Hazard
085442B2-8763-4E57-9C6A-67210612064E,2023-03-09 10:47:51.000,"51.84760785649196, 0.725728298324162",Safety - Practice (doing something outside the other categories),"Wernick fixed when they attended site ",Hazard
69BB56EE-3933-4B8F-9ECA-68003FBF1D8B,2022-07-11 08:14:18.877,"51.8479708971159, 0.7235922838331579",Environment - Waste Management,,Hazard
D1D19EF8-FBED-4425-A7B4-682EBE875460,2021-08-19 06:30:38.000,NULL,Health - COSHH,NULL,Hazard
7C997920-14CF-4751-8621-6875440CA834,2022-11-22 23:25:38.233,"51.773148012057725, 0.5784120967390395",Safety - PPE,NULL,Hazard
88DD8B9A-C533-4E78-90E0-697D0055098F,2022-05-11 16:30:27.000,"51.510210115675356, -0.0859978643644242",Safety - Housekeeping,NULL,Hazard
F775CB1F-B2F8-44EE-9F59-69D53EB3AB2E,2022-11-01 10:50:38.000,NULL,Health - Other Health Issues,NULL,Good Practice
57864824-431F-4375-B866-69DCDBE4FF3E,2021-10-26 14:33:52.397,NULL,Environment - Ecology and Vegetation,Great initiative,Good Practice
D5931A5E-5555-4FC4-8395-69DE4D1B6099,2022-09-02 11:10:30.233,"51.84710401640269, 0.724384668319904",Safety - Lifting Operations,NULL,Good Practice
9D8CF4E6-CB2F-43E2-A773-690E8704DF73,2023-03-09 13:26:12.040,"51.51118985331684, -0.0873979009928043",Quality,NULL,Good Practice
6A2F899A-5764-4AEB-8FB0-6AA4521E1A02,2023-06-22 11:44:17.000,"51.847881672929034, 0.7231915797475663","Safety - Plant, Equipment & Tools","We double-checked ford tipper to confirm that exhaust works fine, smoke was just result of DPF cleaning operation.",Hazard
D8DF5550-D9D9-4E75-A36C-6B6E9C42EB40,2021-10-08 14:26:19.000,NULL,Safety - Housekeeping,Great work by all involved,Good Practice
DCA656D8-374D-427B-9192-6BAFAE22CA6F,2023-05-02 15:38:39.313,"51.846019775889154, 0.7247512181292493","Safety - PPE ",NULL,Good Practice
730F96E9-5913-453F-97BB-6C05F2A67C05,2022-08-11 09:11:55.873,"51.501731927923345, -0.12000848143361509",Safety - Welfare Facilities,NULL,Good Practice
A1C16E9A-7D41-4422-9334-6C422FAEB1A8,2022-10-06 14:58:41.000,"51.5155, -0.0935",Safety - Housekeeping,NULL,Good Practice
05C6D818-E2D1-41C1-AC1A-6D1905116C34,2022-04-25 19:58:25.493,NULL,Safety - Welfare Facilities,NULL,Good Practice
3019D576-D686-4CF9-9301-6BC9C50D5BDA,2022-03-03 09:23:50.707,NULL,Safety - Welfare Facilities,NULL,Good Practice
4B7DC1C4-A86B-420F-9AFA-6CBA43DD4BE8,2022-04-22 14:24:49.217,"51.84786076232662, 0.7235839229011078",Environment - Resources (energy/water/material),Good practice,Good Practice
5C063AD1-6062-47D2-9062-6CF18447C9BC,2023-04-11 06:52:08.000,"51.846991112469546, 0.7229450986937191",Safety - Practice (doing something outside the other categories),Wernick attended site and replaced the window,Hazard
9A3FED70-A174-40C2-9617-6D0ED0546294,2022-10-26 12:29:57.637,"51.50609076239871, -0.08503327870031274",Health - Other Health Issues,Staff are advised not to attend London offices/site if feeling unwell,Hazard
BB6611DC-5282-4E4D-9E67-6D5BDA49AB3F,2022-11-09 07:42:45.000,"51.5155, -0.0935",Safety - Housekeeping,NULL,Good Practice
6AD48CBF-051E-4FAB-8DCB-6D76E47D9268,2023-06-05 16:04:58.080,"51.8481961, 0.7239524",Safety - Practice (doing something outside the other categories),Contractors briefed,Hazard
B0A6AA90-73E3-45FF-8481-6E5AFCA10A7B,2022-07-28 14:57:37.397,NULL,Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
53EECB3E-0AB1-4F35-B2F9-70098C6FC898,2022-04-29 00:02:49.607,"51.7988367, 0.6480761","Safety - Slip, Trip or Fall on same level",Reported to national highways,Hazard
D3FC4818-8461-4166-A00C-7038A226B3D6,2022-06-24 09:31:35.913,"51.84801134474336, 0.7236073002744926",Safety - Welfare Facilities,Electrician called in to investigate,Hazard
56986CFC-7A20-4B9B-9AD8-704710A3FC6D,2022-11-22 23:26:16.107,NULL,Safety - PPE,NULL,Hazard
0F7287E2-F212-45FE-9540-706710A7A8BE,2022-11-01 10:22:40.000,"51.501731927923345, -0.12000848143361509",Safety - Housekeeping,NULL,Good Practice
127F5275-A245-4989-B5F9-70A5524DB9F4,2023-06-08 08:35:42.303,"51.8479945475095, 0.7236496449178512","Safety - Plant, Equipment & Tools",NULL,Hazard
C69F3D26-1072-4579-8078-70AE3F798D7F,2022-09-21 15:12:17.777,"51.8482161, 0.7237532",Safety - Housekeeping,NULL,Hazard
