WeatherDescription,CloudCover,Temperature,FeelsLike,Humidity,Precipitation,Pressure,UVIndex,Visibility,WindSpeed,Reason
Sunny,15.00,3.00,1.00,86.00,0.00,1034.00,2,10.00,8.00,Design Delays
Patchy rain possible,72.00,16.00,16.00,89.00,0.00,1016.00,4,10.00,11.00,Subcontractor Performance
Partly cloudy,50.00,13.00,11.00,72.00,0.00,1011.00,1,10.00,17.00,Design Delays
Patchy rain possible,74.00,8.00,4.00,48.00,0.00,1017.00,2,10.00,32.00,Subcontractor Performance
Sunny,10.00,7.00,5.00,78.00,0.00,1022.00,3,10.00,7.00,Design Delays
Sunny,0.00,10.00,10.00,66.00,0.00,1031.00,4,10.00,7.00,Subcontractor Planning
Overcast,80.00,17.00,17.00,51.00,0.00,1020.00,4,10.00,8.00,Delay By Others
Sunny,2.00,9.00,9.00,67.00,0.00,1042.00,3,10.00,4.00,Plant
Patchy rain possible,100.00,9.00,6.00,89.00,0.00,1019.00,2,7.00,32.00,Subcontractor Performance
Heavy Rain,25.00,11.00,11.00,94.00,1.60,1015.00,3,3.00,7.00,Planning
Partly cloudy,75.00,20.00,20.00,60.00,0.50,1020.00,4,10.00,19.00,Design Delays
Rain Shower,50.00,12.00,10.00,38.00,0.10,1002.00,3,10.00,30.00,Design Delays
Rain Shower,50.00,12.00,10.00,38.00,0.10,1002.00,3,10.00,30.00,Design Delays
Partly cloudy,46.00,27.00,27.00,36.00,0.00,1009.00,7,10.00,13.00,Plant
Sunny,0.00,24.00,25.00,47.00,0.50,1008.00,5,10.00,4.00,Plant
Cloudy,63.00,23.00,24.00,44.00,0.00,1020.00,5,10.00,14.00,Communication
Sunny,0.00,4.00,0.00,65.00,0.00,1017.00,2,10.00,17.00,Safety
Sunny,0.00,4.00,0.00,65.00,0.00,1017.00,2,10.00,17.00,Safety
Rain,0.00,6.00,2.00,75.00,0.00,1013.00,2,10.00,19.00,Safety
Sunny,5.00,1.00,-1.00,79.00,0.00,1022.00,2,10.00,6.00,Weather
Overcast,100.00,19.00,19.00,47.00,0.00,1025.00,4,10.00,11.00,Resource
Overcast,98.00,14.00,14.00,75.00,0.00,1002.00,3,10.00,7.00,Materials
Overcast,69.00,0.00,-4.00,79.00,0.00,991.00,1,10.00,14.00,Weather
Overcast,100.00,13.00,11.00,54.00,0.00,1010.00,3,10.00,20.00,Safety
Overcast,100.00,13.00,11.00,54.00,0.00,1010.00,3,10.00,20.00,Safety
Overcast,100.00,13.00,11.00,54.00,0.00,1010.00,3,10.00,20.00,Safety
Partly cloudy,23.00,5.00,1.00,70.00,0.00,1024.00,2,10.00,19.00,Resource
Overcast,100.00,3.00,0.00,88.00,0.00,1007.00,1,10.00,13.00,Supplier Performance
Partly cloudy,27.00,13.00,10.00,68.00,0.00,1017.00,4,10.00,25.00,Ground Condition
Sunny,10.00,29.00,28.00,38.00,0.00,1030.00,7,10.00,13.00,Design Delays
Sunny,22.00,13.00,12.00,79.00,0.00,1013.00,4,10.00,8.00,Resource
Partly cloudy,35.00,24.00,25.00,41.00,0.00,1016.00,6,10.00,8.00,Experience/Competence
Clear,0.00,0.00,-1.00,93.00,0.00,1037.00,1,10.00,0.00,Design Delays
Partly cloudy,53.00,15.00,15.00,58.00,0.00,1017.00,4,10.00,5.00,Delay By Others
Overcast,98.00,12.00,9.00,82.00,0.00,1021.00,3,10.00,24.00,Subcontractor Performance
Sunny,3.00,8.00,8.00,71.00,0.00,1041.00,3,10.00,2.00,Subcontractor Planning
Sunny,3.00,8.00,8.00,71.00,0.00,1041.00,3,10.00,2.00,Subcontractor Planning
Sunny,13.00,18.00,18.00,52.00,0.00,1025.00,5,10.00,9.00,Subcontractor Interface
Light rain,100.00,5.00,1.00,77.00,0.50,1011.00,2,9.00,28.00,Weather
Sunny,29.00,7.00,4.00,57.00,0.00,1016.00,3,10.00,26.00,Weather
Patchy rain possible,65.00,26.00,26.00,42.00,0.00,1009.00,6,10.00,15.00,Plant
Patchy rain possible,65.00,26.00,26.00,42.00,0.00,1009.00,6,10.00,15.00,Plant
Sunny,6.00,30.00,29.00,30.00,0.00,1027.00,7,10.00,11.00,Ground Condition
Sunny,6.00,30.00,29.00,30.00,0.00,1027.00,7,10.00,11.00,Ground Condition
Partly cloudy,45.00,23.00,25.00,40.00,0.00,1022.00,6,10.00,8.00,Delay By Others
Light rain,100.00,11.00,8.00,76.00,0.50,987.00,3,9.00,31.00,Materials
Light rain,100.00,11.00,8.00,76.00,0.50,987.00,3,9.00,31.00,Materials
Sunny,4.00,10.00,10.00,78.00,0.00,1037.00,3,10.00,4.00,Plant
Sunny,4.00,10.00,10.00,78.00,0.00,1037.00,3,10.00,4.00,Plant
Sunny,4.00,10.00,10.00,78.00,0.00,1037.00,3,10.00,4.00,Plant
Overcast,81.00,9.00,7.00,71.00,0.00,1015.00,2,10.00,15.00,Subcontractor Interface
Partly cloudy,28.00,29.00,29.00,37.00,0.00,1015.00,7,10.00,16.00,Plant
Partly cloudy,58.00,6.00,3.00,82.00,0.00,998.00,3,10.00,21.00,Weather
Sunny,32.00,15.00,14.00,51.00,0.00,1016.00,4,10.00,19.00,Subcontractor Interface
Light rain,100.00,12.00,10.00,89.00,0.20,1010.00,3,9.00,20.00,Weather
Light rain,100.00,12.00,10.00,89.00,0.20,1010.00,3,9.00,20.00,Weather
Overcast,95.00,8.00,5.00,87.00,0.00,1025.00,2,10.00,18.00,Subcontractor Performance
Overcast,100.00,6.00,3.00,88.00,0.00,1012.00,2,10.00,13.00,Subcontractor Performance
Clear,21.00,18.00,18.00,50.00,0.00,1020.00,1,10.00,4.00,Ground Condition
Partly cloudy,38.00,8.00,6.00,73.00,0.00,1029.00,3,10.00,11.00,Planning
Sunny,13.00,3.00,-1.00,80.00,0.00,1014.00,2,10.00,19.00,Subcontractor Interface
Thundery outbreaks possible,100.00,8.00,5.00,82.00,0.00,995.00,2,9.00,23.00,Weather
Thundery outbreaks possible,100.00,8.00,5.00,82.00,0.00,995.00,2,9.00,23.00,Weather
Overcast,94.00,16.00,16.00,72.00,0.00,1018.00,4,10.00,4.00,Delay By Others
Partly cloudy,63.00,25.00,25.00,33.00,0.00,1023.00,7,10.00,12.00,Plant
Partly cloudy,63.00,25.00,25.00,33.00,0.00,1023.00,7,10.00,12.00,Plant
Sunny,33.00,27.00,26.00,25.00,0.00,1022.00,7,10.00,13.00,Subcontractor Performance
Overcast,66.00,27.00,26.00,26.00,0.00,1022.00,6,10.00,13.00,Subcontractor Performance
Sunny,2.00,10.00,10.00,77.00,0.00,1037.00,3,10.00,5.00,Subcontractor Performance
Overcast,100.00,6.00,5.00,87.00,0.00,1035.00,3,10.00,6.00,Subcontractor Performance
Partly cloudy,75.00,13.00,10.00,67.00,0.00,995.00,3,10.00,35.00,Delay By Others
Patchy rain possible,100.00,9.00,7.00,89.00,0.00,1013.00,2,10.00,15.00,Design Delays
Sunny,15.00,15.00,15.00,69.00,0.00,1025.00,5,10.00,10.00,Planning
Partly cloudy,32.00,8.00,6.00,62.00,0.00,1034.00,3,10.00,13.00,Subcontractor Performance
Overcast,100.00,9.00,6.00,54.00,0.00,1031.00,2,10.00,15.00,Engineering
Overcast,96.00,6.00,3.00,81.00,0.00,1022.00,2,10.00,13.00,Design Delays
Light rain shower,69.00,21.00,21.00,62.00,0.30,1009.00,5,10.00,20.00,Planning
Fog,75.00,0.00,-3.00,100.00,0.00,1032.00,1,1.00,6.00,Supplier Performance
Sunny,1.00,5.00,5.00,78.00,0.00,1032.00,3,10.00,4.00,Supplier Performance
Sunny,13.00,0.00,-3.00,72.00,0.00,1038.00,2,10.00,8.00,Materials
Sunny,9.00,15.00,15.00,70.00,0.00,1023.00,4,10.00,7.00,Subcontractor Planning
Overcast,100.00,17.00,17.00,88.00,0.00,1008.00,4,10.00,6.00,Design Delays
Sunny,0.00,15.00,14.00,82.00,1.50,1017.00,4,10.00,19.00,Document Control
Partly cloudy,41.00,17.00,17.00,54.00,0.00,1015.00,5,10.00,14.00,Document Control
Partly cloudy,62.00,17.00,17.00,46.00,0.00,1025.00,5,10.00,20.00,Delay By Company
Sunny,5.00,22.00,24.00,40.00,0.00,1021.00,6,10.00,5.00,Materials
Sunny,4.00,23.00,24.00,37.00,0.00,1021.00,6,10.00,6.00,Materials
Sunny,5.00,22.00,24.00,40.00,0.00,1021.00,6,10.00,5.00,Materials
Heavy snow,100.00,3.00,-3.00,88.00,0.40,981.00,1,1.00,33.00,Subcontractor Performance
Partly cloudy,25.00,9.00,7.00,53.00,0.00,1016.00,3,10.00,17.00,Ground Condition
Sunny,20.00,8.00,5.00,49.00,0.00,1016.00,3,10.00,15.00,Ground Condition
Mist,50.00,0.00,-2.00,100.00,0.00,1042.00,1,4.00,2.00,Delay By Company
Sunny,0.00,5.00,1.00,75.00,0.00,1009.00,2,10.00,22.00,Plant
Partly cloudy,75.00,10.00,8.00,58.00,0.00,1028.00,4,10.00,19.00,Plant
Overcast,100.00,10.00,7.00,80.00,0.00,982.00,3,10.00,25.00,Weather
Cloudy,73.00,8.00,5.00,89.00,0.00,1025.00,2,10.00,20.00,Design Delays
Sunny,5.00,11.00,11.00,60.00,0.00,1027.00,4,10.00,2.00,Delay By Others
Overcast,69.00,0.00,-4.00,79.00,0.00,991.00,1,10.00,15.00,Resource
Partly cloudy,23.00,21.00,21.00,57.00,0.00,1001.00,6,10.00,10.00,Subcontractor Planning
Partly cloudy,23.00,21.00,21.00,57.00,0.00,1001.00,6,10.00,10.00,Subcontractor Planning
Partly cloudy,23.00,21.00,21.00,57.00,0.00,1001.00,6,10.00,10.00,Subcontractor Planning
Sunny,26.00,20.00,20.00,49.00,0.00,1026.00,5,10.00,5.00,Change
Sunny,8.00,12.00,11.00,54.00,0.00,1026.00,4,10.00,9.00,Supplier Performance
Partly cloudy,38.00,26.00,26.00,43.00,0.00,1017.00,7,10.00,10.00,Ground Condition
Partly cloudy,69.00,10.00,8.00,69.00,0.00,1028.00,4,10.00,19.00,Delay By Company
Overcast,100.00,12.00,10.00,67.00,0.00,1027.00,3,10.00,28.00,Delay By Company
Sunny,19.00,32.00,31.00,28.00,0.00,1023.00,8,10.00,5.00,Ground Condition
Overcast,100.00,10.00,8.00,81.00,0.00,1009.00,3,10.00,18.00,Delay By Others
Partly cloudy,52.00,16.00,16.00,86.00,0.00,1012.00,5,10.00,11.00,Resource
Overcast,70.00,17.00,17.00,82.00,0.00,1013.00,4,10.00,14.00,Resource
Partly cloudy,52.00,16.00,16.00,86.00,0.00,1012.00,5,10.00,11.00,Resource
Sunny,0.00,13.00,12.00,48.00,0.00,1033.00,4,10.00,13.00,Design Delays
Patchy rain possible,100.00,15.00,15.00,88.00,0.00,1004.00,3,7.00,8.00,Plant
Patchy rain possible,100.00,15.00,15.00,88.00,0.00,1004.00,3,7.00,8.00,Plant
Partly cloudy,75.00,16.00,16.00,82.00,0.00,1006.00,4,10.00,9.00,Plant
Clear,2.00,9.00,9.00,87.00,0.00,1021.00,1,10.00,6.00,Design Delays
Clear,2.00,9.00,8.00,88.00,0.00,1021.00,1,10.00,6.00,Design Delays
Overcast,100.00,9.00,6.00,93.00,2.80,1004.00,2,10.00,19.00,Materials
Sunny,0.00,22.00,25.00,41.00,0.80,1005.00,5,10.00,31.00,Resource
Cloudy,82.00,6.00,4.00,55.00,0.00,999.00,2,10.00,10.00,Ground Condition
Cloudy,82.00,6.00,4.00,55.00,0.00,999.00,2,10.00,10.00,Ground Condition
Cloudy,82.00,6.00,4.00,55.00,0.00,999.00,2,10.00,10.00,Ground Condition
Cloudy,82.00,6.00,4.00,55.00,0.00,999.00,2,10.00,10.00,Ground Condition
Partly cloudy,75.00,16.00,16.00,45.00,0.00,1019.00,3,10.00,15.00,Design Delays
Cloudy,66.00,17.00,17.00,68.00,0.00,1018.00,4,10.00,9.00,Subcontractor Planning
Cloudy,66.00,17.00,17.00,68.00,0.00,1018.00,4,10.00,9.00,Subcontractor Planning
Overcast,100.00,9.00,6.00,93.00,2.80,1004.00,2,10.00,19.00,Materials
Partly cloudy,30.00,15.00,15.00,69.00,0.00,1028.00,1,10.00,21.00,Delay By Company
Partly cloudy,21.00,14.00,14.00,74.00,0.00,1028.00,1,10.00,20.00,Delay By Company
Patchy rain possible,100.00,12.00,8.00,90.00,0.10,990.00,3,10.00,36.00,Weather
Sunny,16.00,11.00,9.00,73.00,0.00,996.00,4,10.00,23.00,Design Delays
Sunny,23.00,14.00,13.00,89.00,0.00,1016.00,4,10.00,9.00,Design Delays
Sunny,23.00,14.00,13.00,89.00,0.00,1016.00,4,10.00,9.00,Design Delays
Sunny,23.00,14.00,13.00,89.00,0.00,1016.00,4,10.00,9.00,Design Delays
Sunny,23.00,14.00,13.00,89.00,0.00,1016.00,4,10.00,9.00,Design Delays
Cloudy,71.00,20.00,20.00,81.00,0.00,1016.00,5,10.00,9.00,Experience/Competence
Sunny,0.00,36.00,34.00,18.00,0.00,1018.00,10,10.00,17.00,Weather
Sunny,4.00,39.00,39.00,12.00,0.00,1016.00,9,10.00,17.00,Weather
Cloudy,74.00,19.00,19.00,53.00,0.00,1017.00,4,10.00,17.00,Experience/Competence
Overcast,100.00,16.00,16.00,55.00,0.00,1028.00,4,10.00,11.00,Materials
Overcast,100.00,12.00,10.00,89.00,0.00,1004.00,3,10.00,25.00,Weather
Drizzle And Rain,75.00,15.00,14.00,82.00,0.00,1015.00,4,10.00,19.00,Delay By Others
Partly cloudy,44.00,17.00,17.00,56.00,0.00,1010.00,5,10.00,13.00,Plant
Sunny,0.00,11.00,9.00,47.00,0.00,998.00,4,10.00,20.00,Design Delays
Sunny,0.00,11.00,9.00,47.00,0.00,998.00,4,10.00,20.00,Design Delays
Overcast,100.00,6.00,4.00,85.00,0.00,1012.00,2,10.00,11.00,Design Delays
Overcast,100.00,6.00,4.00,85.00,0.00,1012.00,2,10.00,11.00,Design Delays
Light rain shower,100.00,15.00,13.00,77.00,0.10,1001.00,3,10.00,19.00,Weather
Cloudy,72.00,17.00,17.00,64.00,0.00,1025.00,4,10.00,13.00,Planning
Partly cloudy,30.00,15.00,15.00,82.00,0.00,1018.00,4,10.00,7.00,Subcontractor Performance
Overcast,100.00,2.00,-2.00,76.00,0.00,1001.00,1,10.00,13.00,Subcontractor Performance
Overcast,100.00,2.00,-2.00,76.00,0.00,1001.00,1,10.00,13.00,Subcontractor Performance
Overcast,100.00,2.00,-2.00,76.00,0.00,1001.00,1,10.00,13.00,Subcontractor Performance
Patchy rain possible,100.00,10.00,9.00,93.00,0.10,992.00,3,10.00,10.00,Materials
Patchy rain possible,73.00,14.00,12.00,69.00,0.00,1021.00,3,10.00,22.00,Weather
Partly cloudy,47.00,20.00,20.00,62.00,0.00,1012.00,5,10.00,14.00,Subcontractor Performance
Sunny,7.00,15.00,15.00,73.00,0.00,1021.00,5,10.00,9.00,Resource
Sunny,6.00,10.00,9.00,76.00,0.00,1010.00,4,10.00,8.00,Weather
Sunny,6.00,10.00,9.00,76.00,0.00,1010.00,4,10.00,8.00,Weather
Sunny,7.00,9.00,8.00,80.00,0.00,1010.00,3,10.00,7.00,Weather
Patchy rain possible,98.00,9.00,6.00,75.00,0.00,1024.00,2,10.00,25.00,Materials
Patchy rain possible,100.00,9.00,6.00,76.00,0.00,1023.00,2,10.00,25.00,Materials
Light rain shower,78.00,11.00,9.00,76.00,0.10,1004.00,3,10.00,21.00,Ground Condition
Light rain shower,78.00,11.00,9.00,76.00,0.10,1004.00,3,10.00,21.00,Ground Condition
Light rain shower,100.00,16.00,16.00,68.00,0.20,1017.00,4,10.00,23.00,Weather
Partly cloudy,38.00,7.00,5.00,79.00,0.00,1031.00,3,10.00,12.00,Supplier Performance
Partly cloudy,38.00,7.00,5.00,79.00,0.00,1031.00,3,10.00,12.00,Supplier Performance
Sunny,9.00,13.00,12.00,54.00,0.00,1031.00,4,10.00,13.00,Supplier Performance
Sunny,26.00,9.00,7.00,69.00,0.00,1031.00,3,10.00,13.00,Supplier Performance
Light rain shower,58.00,20.00,20.00,60.00,0.40,1015.00,4,10.00,21.00,Delay By Others
Sunny,14.00,15.00,15.00,70.00,0.00,1025.00,5,10.00,10.00,Supplier Performance
Overcast,100.00,17.00,17.00,68.00,0.00,1023.00,4,10.00,13.00,Ground Condition
Sunny,28.00,14.00,14.00,64.00,0.00,1022.00,4,10.00,15.00,Supplier Performance
Sunny,28.00,14.00,14.00,64.00,0.00,1022.00,4,10.00,15.00,Supplier Performance
Partly cloudy,37.00,16.00,15.00,59.00,0.00,1022.00,5,10.00,16.00,Supplier Performance
Patchy rain possible,53.00,22.00,22.00,53.00,0.00,1016.00,5,10.00,23.00,Delay By Others
Patchy rain possible,53.00,22.00,22.00,53.00,0.00,1016.00,5,10.00,23.00,Delay By Others
Partly cloudy,52.00,6.00,5.00,87.00,0.00,1022.00,3,10.00,6.00,Materials
Partly cloudy,53.00,15.00,15.00,73.00,0.00,1014.00,4,10.00,5.00,Delay By Others
Overcast,100.00,9.00,8.00,76.00,0.00,1018.00,2,10.00,12.00,Subcontractor Performance
Overcast,100.00,9.00,8.00,76.00,0.00,1018.00,2,10.00,12.00,Subcontractor Performance
Partly cloudy,61.00,21.00,21.00,74.00,0.00,1014.00,6,10.00,19.00,Materials
Partly cloudy,51.00,12.00,10.00,75.00,0.00,1024.00,4,10.00,15.00,Delay By Others
Partly cloudy,51.00,12.00,10.00,75.00,0.00,1024.00,4,10.00,15.00,Delay By Others
Partly cloudy,51.00,12.00,10.00,75.00,0.00,1024.00,4,10.00,15.00,Delay By Others
Cloudy,72.00,16.00,16.00,81.00,0.00,1008.00,4,10.00,29.00,Weather
Partly cloudy,43.00,6.00,1.00,51.00,0.00,1016.00,3,10.00,27.00,Weather
Partly cloudy,43.00,6.00,1.00,51.00,0.00,1016.00,3,10.00,27.00,Weather
Sunny,5.00,11.00,9.00,69.00,0.00,1017.00,4,10.00,16.00,Design Delays
Overcast,100.00,18.00,18.00,90.00,0.00,1010.00,4,10.00,5.00,Safety
Partly cloudy,56.00,5.00,1.00,83.00,0.00,1027.00,2,10.00,17.00,Subcontractor Performance
Partly cloudy,75.00,15.00,14.00,94.00,0.00,1004.00,4,10.00,19.00,Design Delays
Sunny,3.00,34.00,32.00,19.00,0.00,1016.00,8,10.00,17.00,Weather
Patchy light drizzle,69.00,15.00,14.00,90.00,0.10,1015.00,4,4.00,14.00,Subcontractor Performance
Sunny,2.00,21.00,21.00,65.00,0.00,1018.00,6,10.00,9.00,Subcontractor Performance
Partly cloudy,52.00,13.00,13.00,83.00,0.00,1018.00,4,10.00,3.00,Subcontractor Performance
Sunny,9.00,6.00,6.00,85.00,0.00,1028.00,3,10.00,6.00,Environmental
Sunny,7.00,8.00,7.00,80.00,0.00,1028.00,3,10.00,6.00,Environmental
Light rain,98.00,10.00,7.00,86.00,0.20,1008.00,2,9.00,24.00,Supplier Performance
Sunny,17.00,33.00,32.00,27.00,0.00,1022.00,8,10.00,7.00,Ground Condition
Partly cloudy,75.00,11.00,8.00,54.00,0.00,1015.00,4,10.00,28.00,Weather
Sunny,14.00,5.00,3.00,72.00,0.00,1034.00,3,10.00,12.00,Design Delays
Sunny,14.00,5.00,3.00,72.00,0.00,1034.00,3,10.00,12.00,Design Delays
Patchy rain possible,100.00,6.00,2.00,86.00,0.00,999.00,1,10.00,16.00,Subcontractor Performance
Light drizzle,100.00,12.00,10.00,80.00,0.20,992.00,3,2.00,31.00,Materials
Overcast,100.00,12.00,11.00,45.00,0.00,1018.00,3,10.00,10.00,Plant
Partly cloudy,75.00,8.00,6.00,87.00,0.10,1013.00,3,6.00,20.00,Subcontractor Interface
Sunny,15.00,7.00,3.00,69.00,0.00,1005.00,3,10.00,21.00,Design Delays
Heavy snow,100.00,4.00,-2.00,83.00,1.70,996.00,1,2.00,35.00,Materials
Overcast,70.00,17.00,17.00,82.00,0.00,1013.00,4,10.00,14.00,Subcontractor Planning
Overcast,70.00,17.00,17.00,82.00,0.00,1013.00,4,10.00,14.00,Subcontractor Planning
Sunny,0.00,11.00,9.00,67.00,0.00,1031.00,4,10.00,18.00,Design Delays
Overcast,100.00,12.00,10.00,67.00,0.00,1026.00,3,10.00,17.00,Materials
Sunny,0.00,16.00,16.00,55.00,0.00,1020.00,5,10.00,0.00,Materials
Sunny,5.00,3.00,2.00,90.00,0.00,1039.00,2,10.00,4.00,Ground Condition
Sunny,5.00,3.00,2.00,90.00,0.00,1039.00,2,10.00,4.00,Ground Condition
Clear,0.00,17.00,17.00,55.00,0.00,1019.00,4,10.00,26.00,Design Delays
Clear,0.00,17.00,17.00,55.00,0.00,1019.00,4,10.00,26.00,Design Delays
Sunny,20.00,23.00,23.00,50.00,0.00,1001.00,6,10.00,11.00,Design Delays
Partly cloudy,26.00,13.00,14.00,67.00,0.00,1026.00,4,10.00,4.00,Subcontractor Performance
Partly cloudy,26.00,13.00,14.00,67.00,0.00,1026.00,4,10.00,4.00,Subcontractor Performance
Patchy rain possible,81.00,20.00,20.00,59.00,0.00,1011.00,1,10.00,13.00,Weather
Overcast,100.00,5.00,0.00,59.00,0.00,1006.00,2,10.00,36.00,Planning
Partly cloudy,39.00,16.00,16.00,66.00,0.00,1010.00,5,10.00,11.00,Subcontractor Performance
Overcast,100.00,6.00,3.00,96.00,0.00,983.00,2,10.00,21.00,Subcontractor Performance
Sunny,6.00,16.00,16.00,41.00,0.00,1026.00,5,10.00,4.00,Design Delays
Sunny,6.00,16.00,16.00,41.00,0.00,1026.00,5,10.00,4.00,Design Delays
Sunny,6.00,16.00,16.00,41.00,0.00,1026.00,5,10.00,4.00,Design Delays
Sunny,0.00,13.00,10.00,38.00,0.00,989.00,4,10.00,44.00,Weather
Sunny,2.00,33.00,34.00,37.00,0.00,1016.00,8,10.00,23.00,Ground Condition
Partly cloudy,33.00,17.00,17.00,77.00,0.00,1017.00,5,10.00,6.00,Weather
Partly cloudy,33.00,17.00,17.00,77.00,0.00,1017.00,5,10.00,6.00,Weather
Sunny,7.00,32.00,30.00,19.00,0.00,1018.00,8,10.00,16.00,Weather
Patchy rain possible,57.00,9.00,6.00,53.00,0.00,1019.00,2,10.00,20.00,Delay By Others
Partly cloudy,35.00,7.00,4.00,83.00,0.00,1011.00,3,10.00,18.00,Subcontractor Performance
Sunny,22.00,15.00,15.00,50.00,0.00,1027.00,5,10.00,12.00,Plant
Overcast,100.00,4.00,2.00,83.00,0.00,1016.00,1,10.00,11.00,Subcontractor Performance
Partly cloudy,39.00,17.00,17.00,55.00,0.00,1021.00,5,10.00,14.00,Subcontractor Planning
Patchy rain possible,97.00,10.00,9.00,91.00,0.00,1002.00,3,10.00,9.00,Materials
Partly cloudy,56.00,19.00,19.00,54.00,0.00,1017.00,5,10.00,16.00,Design Delays
Overcast,93.00,3.00,-1.00,83.00,0.00,1031.00,1,10.00,17.00,Subcontractor Performance
Partly cloudy,71.00,20.00,20.00,69.00,0.00,1008.00,5,10.00,6.00,Design Delays
Overcast,100.00,10.00,10.00,92.00,0.00,987.00,3,10.00,8.00,Safety
Partly cloudy,75.00,6.00,2.00,65.00,0.00,1026.00,1,10.00,24.00,Materials
Sunny,2.00,11.00,10.00,71.00,0.00,1032.00,4,10.00,9.00,Materials
Sunny,0.00,13.00,12.00,64.00,0.00,1032.00,4,10.00,10.00,Materials
Sunny,0.00,13.00,12.00,64.00,0.00,1032.00,4,10.00,10.00,Materials
Sunny,0.00,13.00,12.00,64.00,0.00,1032.00,4,10.00,10.00,Materials
Sunny,0.00,20.00,20.00,46.00,0.00,1025.00,6,10.00,11.00,Delay By Others
Sunny,5.00,18.00,18.00,65.00,0.00,1018.00,5,10.00,8.00,Safety
Sunny,0.00,1.00,-1.00,75.00,0.00,1034.00,2,10.00,6.00,Subcontractor Interface
Sunny,3.00,12.00,10.00,66.00,0.00,1029.00,4,10.00,16.00,Design Delays
Patchy rain possible,79.00,9.00,8.00,83.00,0.10,996.00,2,8.00,12.00,Delay By Others
Light rain shower,76.00,18.00,18.00,77.00,0.20,1005.00,4,10.00,16.00,Change
Light rain shower,76.00,18.00,18.00,77.00,0.20,1005.00,4,10.00,16.00,Change
Light rain,100.00,6.00,2.00,95.00,0.50,1013.00,2,9.00,22.00,Delay By Others
Light rain,100.00,6.00,2.00,95.00,0.50,1013.00,2,9.00,22.00,Delay By Others
Light rain,100.00,7.00,4.00,94.00,0.20,1013.00,2,9.00,21.00,Delay By Others
Light rain,100.00,7.00,4.00,94.00,0.20,1013.00,2,9.00,21.00,Delay By Others
Overcast,100.00,10.00,8.00,90.00,0.00,1012.00,3,10.00,19.00,Delay By Others
Sunny,15.00,3.00,1.00,85.00,0.00,1034.00,2,10.00,7.00,Materials
Sunny,15.00,3.00,1.00,85.00,0.00,1034.00,2,10.00,7.00,Materials
Sunny,15.00,3.00,1.00,85.00,0.00,1034.00,2,10.00,7.00,Materials
Sunny,12.00,5.00,3.00,80.00,0.00,1034.00,2,10.00,8.00,Materials
Sunny,12.00,5.00,3.00,80.00,0.00,1034.00,2,10.00,8.00,Materials
Partly cloudy,54.00,10.00,10.00,78.00,0.00,1029.00,4,10.00,7.00,Plant
Sunny,10.00,29.00,28.00,38.00,0.00,1030.00,7,10.00,13.00,Supplier Performance
Overcast,100.00,10.00,9.00,92.00,0.00,1016.00,3,10.00,9.00,Design Delays
Overcast,100.00,10.00,9.00,92.00,0.00,1016.00,3,10.00,9.00,Design Delays
Light rain,100.00,13.00,12.00,95.00,0.40,1018.00,3,9.00,8.00,Subcontractor Performance
Sunny,1.00,0.00,-4.00,76.00,0.00,1009.00,2,10.00,13.00,Subcontractor Performance
Partly cloudy,56.00,13.00,12.00,86.00,0.00,1012.00,4,10.00,12.00,Weather
Light rain shower,88.00,21.00,21.00,63.00,0.00,1005.00,5,10.00,8.00,Safety
Cloudy,69.00,22.00,22.00,50.00,0.00,1013.00,5,10.00,20.00,Safety
Cloudy,69.00,22.00,22.00,50.00,0.00,1013.00,5,10.00,20.00,Safety
Cloudy,69.00,22.00,22.00,50.00,0.00,1013.00,5,10.00,20.00,Safety
Partly cloudy,62.00,13.00,11.00,75.00,0.00,998.00,4,10.00,26.00,Subcontractor Performance
Light rain shower,66.00,20.00,20.00,59.00,0.20,1008.00,5,10.00,27.00,Change
Light rain shower,62.00,21.00,21.00,57.00,0.10,1007.00,5,10.00,27.00,Change
Sunny,21.00,15.00,15.00,61.00,0.00,1021.00,5,10.00,12.00,Planning
Sunny,0.00,26.00,26.00,42.00,0.00,1021.00,7,10.00,15.00,Resource
Cloudy,70.00,17.00,17.00,65.00,0.00,1027.00,4,10.00,19.00,Plant
Cloudy,70.00,17.00,17.00,65.00,0.00,1027.00,4,10.00,19.00,Plant
Sunny,2.00,3.00,2.00,81.00,0.00,1041.00,2,10.00,5.00,Subcontractor Performance
Sunny,2.00,3.00,2.00,81.00,0.00,1041.00,2,10.00,5.00,Subcontractor Performance
Partly cloudy,50.00,9.00,6.00,76.00,0.00,1022.00,3,10.00,24.00,Delay By Others
Sunny,3.00,6.00,5.00,80.00,0.00,1022.00,3,10.00,8.00,Subcontractor Interface
Light Rain,75.00,14.00,12.00,94.00,0.50,1008.00,3,10.00,26.00,Materials
Moderate rain,100.00,15.00,14.00,89.00,2.20,1008.00,3,6.00,16.00,Design Delays
Sunny,18.00,5.00,3.00,71.00,0.00,1034.00,3,10.00,11.00,Delay By Others
Sunny,29.00,21.00,21.00,46.00,0.00,1024.00,6,10.00,15.00,Ground Condition
Sunny,29.00,21.00,21.00,46.00,0.00,1024.00,6,10.00,15.00,Ground Condition
Sunny,29.00,21.00,21.00,46.00,0.00,1024.00,6,10.00,15.00,Ground Condition
Sunny,0.00,14.00,13.00,49.00,0.00,1020.00,4,10.00,15.00,Communication
