text,label
Heating in Monument office is resolved and now has good working environment in office,Good Practice
"Are any limits to exposure within 10h shift for Havs ? 100 points? 200 points ?any posible to have havs monitor attached to the tools to indicate the max exposure instead of guessing how many points the lads done a night. because only when the chisel it's new you can calculate exactly the points,otherwise you will just guess. ",Hazard
Due to poor weather conditions PPE had become very dirty affecting the visibility. ,Good Practice
A12 project director spotted A12 without safety glasses,Good Practice
Rubbish in field - wind blown,Good Practice
"Documents submittted to us by NH for completion, have been formatted into pdf’s. This is meant that we have had to print them off in order to complete them when they could have been done electronically in order to reduce costs of materials and wastage.",Hazard
All of the site has been pre condition surveyed ,Good Practice
COSHH bins are no longer mixing in aerosols (own designated bin),Good Practice
One of the microwaves has a damaged screen ,Hazard
Good maps and colleagues made it easy to locate GIS locations to survey,Good Practice
Dead pigeon ,Hazard
EV charging in use ,Good Practice
Regular breaks taken at Siggers with plenty of fluids available during the hot weather,Good Practice
Small stones are being brought into the office and these are a potential trip hazard ,Hazard
Cleaner doing an excellent job brushing away stones inside and outside the office to minimise trip hazards,Good Practice
During 1st patrol the meeting room door at the back of the main office building was unlocked - please can we lock as I have no vision of people jumping the fence at that end,Hazard
A12 Commercial director called to site to charge his vehicle,Good Practice
"I would like to say how pleasent the temperature of the Kelvedon office has been on the hottest day in the UK ever! The temporary site compound has a great air con system that kept the team very cool during the heatwave, much better than the London Office...",Good Practice
Main site skip nearly full - need to book collection shortly to avoid over filling,Hazard
"Welfare van (replacement)...sliding side door needs excessive force to close to secure,head light not working,Tolilet appears not to flush with water...minor points drivers door cracks when open/close and drivers window doesnt function.",Hazard
Collaboration with RDP North ecologist to discuss advance ecological mitigation and reptile translocation ,Good Practice
The T&M bowser lorry that empties our septic tanks and dug out a large hole in between the cabins which could be a trip hazard,Hazard
Broken batteries at the rear of the trucks by the training room ,Hazard
Team F at Buntings Bits and Sawden South are practicing excellent spoil  management. ,Good Practice
"Tcso night shift van blocking walkway access from car park to compound, plenty of space all around car park ",Hazard
A/C left on in the induction room when not in use,Hazard
The season ticket from Dunmow Skips (EWD) wasn’t signed by the naked waste producer,Hazard
Onboarding was good and shown how to use observation APP,Good Practice
Induction conducted the Friday before works started Monday - all prepared,Good Practice
Lynch operative walking around compound without a strap on helmet ,Hazard
Jacqui removed and cleaned the A/C unit filters - better for us and better for the environment ,Good Practice
Where vegetation was obscuring the flags at Area 18 these have been replaced with stakes which were sprayed red and white to be seen ,Good Practice
"Welfare facilities well maintain, and adequately look after.",Good Practice
Defects on vehicle - booked into a local garage where a new bulb was put in indicator,Good Practice
No lights in canteen ,Hazard
Three Shires ecologist sent medical to admin for evidence before heading out to site,Good Practice
All COSHH stores locked and secure to prevent injury or environmental contamination ,Good Practice
Soap dispenser in canteen has gone missing overnight ,Good Practice
"The location field during the morning site sign in asks for location of travel from/to. The choice is home or hotel but the box to complete is very small, this is invariably shortened to h or ho neither clarifying location. Suggest change to home/accommodation?",Hazard
Good antecedent to discourage speeding through site,Good Practice
Takeaway cup littering the car park,Hazard
Hot weather no aircon,Hazard
"As cars were backing in far too much, potentially colliding with fencing or ending up in the ditch. Chains have been provided to insure the safety of the driver when reverse parking ",Good Practice
Very wet ground and can slide very easily ,Hazard
I’m protected edge,Hazard
Let’s be offered more Saturday work,Good Practice
PAT cert on charger for Panasonic tablet is expired,Hazard
Everyone following our reverse parking policy ,Good Practice
Kay and I have discussed whether or not our letters to residents are inclusive as they could be ,Good Practice
